"Local","Quest","Arquivo","Linha","Tipo","Requisito","Storage","Item","Quantidade","Level","NPC","Teleport","Porta","Lever","ActionId","UniqueId","ConsequenciaAtual","BypassExistente","RequisitoNovo","Proposta","QuestPreservada"
"Server/data-global/npc/wyda","","Server/data-global/npc/wyda.lua","105","D_NPC_ACCESS","if player:removeItem(3734, 1) then","Storage.BloodHerbQuest","removeItem(3734","removeItem(3734, 1","","wyda","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","80","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.TheWayToYalahar) < 1 and player:getStorageValue(Storage.Quest.U7_6.ExplorerSociety.QuestLine) >= 5 and player:getStorageValue(Storage.Quest.U7_6.ExplorerSociety.JoiningTheExplorers) >= 5 then","Storage.Quest.U8_4.InServiceOfYalahar.TheWayToYalahar","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","92","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.TheWayToYalahar) == 2 then","Storage.Quest.U8_4.InServiceOfYalahar.TheWayToYalahar","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","98","PRESERVE_REWARD_OR_PROGRESS","if player:removeItem(9171, 1) then","Storage.Quest.U8_4.InServiceOfYalahar.TheWayToYalahar","removeItem(9171","removeItem(9171, 1","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","105","D_NPC_ACCESS","if player:getStorageValue(TheNewFrontier.Mission05.Wyrdin) == 2 and player:removeItem(10025, 1) then","","removeItem(10025","removeItem(10025, 1","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","117","D_NPC_ACCESS","if player:getStorageValue(TheNewFrontier.Questline) == 14 then","","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","118","D_NPC_ACCESS","if player:getStorageValue(TheNewFrontier.Mission05.Wyrdin) == 1 then","","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","126","B_KEY_ACCESS","elseif MsgContains(message, ""plea"") and player:getStorageValue(TheNewFrontier.Mission05.WyrdinKeyword) == 1 and player:getStorageValue(TheNewFrontier.Mission05.Wyrdin) == 1 then","","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","137","B_KEY_ACCESS","elseif MsgContains(message, ""bluff"") and player:getStorageValue(TheNewFrontier.Mission05.WyrdinKeyword) == 2 and player:getStorageValue(TheNewFrontier.Mission05.Wyrdin) == 1 then","","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","143","B_KEY_ACCESS","elseif MsgContains(message, ""flatter"") and player:getStorageValue(TheNewFrontier.Mission05.WyrdinKeyword) == 3 and player:getStorageValue(TheNewFrontier.Mission05.Wyrdin) == 1 then","","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","149","B_KEY_ACCESS","elseif MsgContains(message, ""reason"") and player:getStorageValue(TheNewFrontier.Mission05.WyrdinKeyword) == 4 and player:getStorageValue(TheNewFrontier.Mission05.Wyrdin) == 1 then","","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","155","D_NPC_ACCESS","elseif MsgContains(message, ""impress"") and player:getStorageValue(TheNewFrontier.Mission05.Wyrdin) == 1 then","","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","161","D_NPC_ACCESS","elseif MsgContains(message, ""threaten"") and player:getStorageValue(TheNewFrontier.Mission05.Wyrdin) == 1 then","","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/wyrdin","","Server/data-global/npc/wyrdin.lua","168","D_NPC_ACCESS","if player:getStorageValue(TheNewFrontier.Questline) == 14 and player:getStorageValue(TheNewFrontier.Mission05.Wyrdin) == 1 and npcHandler:getTopic(playerId) == 2 then","","","","","wyrdin","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/xelvar","","Server/data-global/npc/xelvar.lua","61","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U9_60.BigfootsBurden.QuestLine) < 1 then","Storage.Quest.U9_60.BigfootsBurden.QuestLine","","","","xelvar","True","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/xodet","","Server/data-global/npc/xodet.lua","142","D_NPC_ACCESS","if player:getStorageValue(Storage.FirstMageWeapon) == -1 then","Storage.FirstMageWeapon","","","","xodet","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/xorlosh","","Server/data-global/npc/xorlosh.lua","61","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_4.TheHiddenCityOfBeregar.GoingDown) < 1 then","Storage.Quest.U8_4.TheHiddenCityOfBeregar.GoingDown","removeItem(8775","","","xorlosh","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/xorlosh","","Server/data-global/npc/xorlosh.lua","64","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.TheHiddenCityOfBeregar.GoingDown) == 1 and player:removeItem(8775, 3) then","Storage.Quest.U8_4.TheHiddenCityOfBeregar.GoingDown","removeItem(8775","removeItem(8775, 3","","xorlosh","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/xorlosh","","Server/data-global/npc/xorlosh.lua","76","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_4.TheHiddenCityOfBeregar.RoyalRescue) == 1 then","Storage.Quest.U8_4.TheHiddenCityOfBeregar.RoyalRescue","","","","xorlosh","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/xorlosh","","Server/data-global/npc/xorlosh.lua","83","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_4.TheHiddenCityOfBeregar.RoyalRescue) == 1 then","Storage.Quest.U8_4.TheHiddenCityOfBeregar.RoyalRescue","","","","xorlosh","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","62","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 17 then","Storage.Quest.U8_4.InServiceOfYalahar.Questline","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","71","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.NotesAzerus) >= 1 and player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 18 then","Storage.Quest.U8_4.InServiceOfYalahar.NotesAzerus","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","79","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 19 then","Storage.Quest.U8_4.InServiceOfYalahar.Questline","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","91","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 21 and player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.AlchemistFormula) == 1 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission03","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","94","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 22 then","Storage.Quest.U8_4.InServiceOfYalahar.Questline","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","104","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 26 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission04","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","112","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 25 and player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.MrWestStatus) == 2 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission04","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","122","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 27 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission04","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","134","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 33 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission05","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","141","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 32 and player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.TamerinStatus) == 2 then","Storage.Quest.U8_4.InServiceOfYalahar.Questline","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","150","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 34 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission05","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","162","PRESERVE_REWARD_OR_PROGRESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 38 then","Storage.Quest.U8_4.InServiceOfYalahar.Questline","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","170","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 37 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission06","removeItem(8827","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","171","D_NPC_ACCESS","if player:removeItem(8827, 1) then","Storage.Quest.U8_4.InServiceOfYalahar.Questline","removeItem(8827","removeItem(8827, 1","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","182","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 39 then","Storage.Quest.U8_4.InServiceOfYalahar.Questline","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","203","PRESERVE_BOSS_MECHANIC","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 43 then","Storage.Quest.U8_4.InServiceOfYalahar.BadSide","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","213","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 46 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission08","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","214","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.MatrixState) == 1 then","Storage.Quest.U8_4.InServiceOfYalahar.Questline","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","217","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.MatrixState) == 2 then","Storage.Quest.U8_4.InServiceOfYalahar.GoodSide","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","224","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 47 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission08","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","232","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 49 or player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 48 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission09","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","235","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 50 and player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.SideDecision) == 2 then","Storage.Quest.U8_4.InServiceOfYalahar.Questline","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","246","PRESERVE_REWARD_OR_PROGRESS","elseif player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 52 and player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.SideDecision) == 2 then","Storage.Quest.U8_4.InServiceOfYalahar.Mission10","","","","yalahari","False","True","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","258","D_NPC_ACCESS","if player:removeItem(8818, 1) then","Storage.Quest.U8_4.InServiceOfYalahar.BadSide","removeItem(8818","removeItem(8818, 1","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yalahari","","Server/data-global/npc/yalahari.lua","292","D_NPC_ACCESS","if npcHandler:getTopic(playerId) == 1 and player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.GoodSide) == 0 then","Storage.Quest.U8_4.InServiceOfYalahar.GoodSide","","","","yalahari","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yaman","","Server/data-global/npc/yaman.lua","59","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_4.DjinnWar.EfreetFaction.Mission03) ~= 3 then","Storage.Quest.U7_4.DjinnWar.EfreetFaction.Mission03","","","","yaman","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yaman","","Server/data-global/npc/yaman.lua","66","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_4.DjinnWar.MaridFaction.Start) == 1 then","Storage.Quest.U7_4.DjinnWar.MaridFaction.Start","","","","yaman","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yaman","","Server/data-global/npc/yaman.lua","106","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_1.WhatAFoolishQuest.Questline) == 31 and player:getStorageValue(Storage.Quest.U8_1.WhatAFoolishQuest.CookieDelivery.Djinn) ~= 1 then","Storage.Quest.U8_1.WhatAFoolishQuest.Questline","","","","yaman","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yaman","","Server/data-global/npc/yaman.lua","118","PRESERVE_REWARD_OR_PROGRESS","if player:getItemCount(trade[npcHandler:getTopic(playerId)].NeedItem) >= trade[npcHandler:getTopic(playerId)].Ncount then","","","getItemCount(trade[npcHandler:getTopic(playerId","","yaman","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/yaman","","Server/data-global/npc/yaman.lua","126","D_NPC_ACCESS","if not player:removeItem(130, 1) then","","removeItem(130","removeItem(130, 1","","yaman","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yaman","","Server/data-global/npc/yaman.lua","158","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_4.DjinnWar.EfreetFaction.Mission03) ~= 3 then","Storage.Quest.U7_4.DjinnWar.EfreetFaction.Mission03","","","","yaman","False","False","False","","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yana","","Server/data-global/npc/yana.lua","282","D_NPC_ACCESS","if player:getItemCount(goldTokenId) < state.price then","","","getItemCount(goldTokenId","","yana","False","False","False","","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yana","","Server/data-global/npc/yana.lua","299","D_NPC_ACCESS","if not player:removeItem(goldTokenId, state.price) then","","","removeItem(goldTokenId, ","","yana","False","False","False","","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yana","","Server/data-global/npc/yana.lua","308","D_NPC_ACCESS","if player:getItemCount(goldTokenId) < state.price then","","","getItemCount(goldTokenId","","yana","False","False","False","","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yonan","","Server/data-global/npc/yonan.lua","138","D_NPC_ACCESS","if player:getStorageValue(Storage.Kilmaresh.First.Access) < 1 then","Storage.Kilmaresh.First.Access","","","","yonan","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yonan","","Server/data-global/npc/yonan.lua","141","D_NPC_ACCESS","elseif (player:getStorageValue(Storage.Kilmaresh.First.JamesfrancisTask) >= 0 and player:getStorageValue(Storage.Kilmaresh.First.JamesfrancisTask) <= 50) and player:getStorageValue(Storage.Kilmaresh.First.Mission) < 3 then","Storage.Kilmaresh.First.JamesfrancisTask","","","","yonan","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yonan","","Server/data-global/npc/yonan.lua","144","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Kilmaresh.First.Mission) == 4 then","Storage.Kilmaresh.First.Mission","","","","yonan","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yonan","","Server/data-global/npc/yonan.lua","160","D_NPC_ACCESS","if MsgContains(message, ""mission"") and player:getStorageValue(Storage.Kilmaresh.Eighth.Yonan) == 1 then","Storage.Kilmaresh.Eighth.Yonan","","","","yonan","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yonan","","Server/data-global/npc/yonan.lua","161","D_NPC_ACCESS","if player:getStorageValue(Storage.Kilmaresh.Eighth.Yonan) == 1 then","Storage.Kilmaresh.Eighth.Yonan","","","","yonan","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/yonan","","Server/data-global/npc/yonan.lua","166","PRESERVE_REWARD_OR_PROGRESS","elseif MsgContains(message, ""yes"") and npcHandler:getTopic(playerId) == 1 and player:getStorageValue(Storage.Kilmaresh.Eighth.Yonan) == 1 then","Storage.Kilmaresh.Eighth.Yonan","","","","yonan","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
